"PO Report FY2013",,,,,
"Please note that this report contains individual line items for each purchase order.",,,,,
,,,,,
"PO Number","Agency","Commodity","Vendor Name","Ordered DAte","PO amount"
"PO436275","OFFICE OF PEOPLE'S COUNSEL","6153345:ORGANIZERS, DESK SUPPLIES","Capital Services and Supplies",14-Sep-12,"2,589.30"
"PO436276","DEPARTMENT OF HEALTH","9150300:Advertising/Public Relations","OCTANE, LLC",14-Sep-12,"500,000.00"
"PO436277","DEPART OF YOUTH REHABILITATION SERVICES","9675700:Pharmaceutical Products (Incl. Drugs and Medicines)","MT. OLIVET PHARMACY&MEDICAL E",14-Sep-12,"3,958.69"
"PO436278","OFFICE OF PEOPLE'S COUNSEL","9615040:LEGAL SERVICES INCLUDING RESEARCH TIME, TRAVEL TIME, TESTIFYING TIME, MEALS, ETC.","Spiegel and McDiarmid LLP",14-Sep-12,"10,000.00"
"PO436279","OFFICE OF PEOPLE'S COUNSEL","6153345:ORGANIZERS, DESK SUPPLIES","Capital Services and Supplies",14-Sep-12,218.99
"PO436280","CHILD AND FAMILY SERVICES","9187850:CONSULTING SERVICES, MEDICAL","MAGNIFICUS CORPORATION",14-Sep-12,"4,887.50"
"PO436281","DEPARTMENT OF PARKS AND RECREATION","9625800:Professional Services (Not Otherwise Classified)","Sean Miller",14-Sep-12,"1,500.00"
"PO436282","DEPARTMENT OF PARKS AND RECREATION","9625800:Professional Services (Not Otherwise Classified)","Joshua Volinsky",14-Sep-12,"1,500.00"
"PO436283","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9628600:Transportation of Goods and other Freight Services","CENGAGE LEARNING",14-Sep-12,28.36
"PO436283","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7858700:Resource Books and Materials (Not Otherwise Classified)","CENGAGE LEARNING",14-Sep-12,283.55
"PO436284","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6153345:ORGANIZERS, DESK SUPPLIES","TARGET CORP",14-Sep-12,"9,000.00"
"PO436285","METROPOLITAN POLICE DEPARTMENT","1754207:BOTTLES, REAGENT, SOLUTION, SERUM (LABORATORY GLASSWARE)","MEDICAL SUPPLY SYSTEMS INC",14-Sep-12,"6,872.71"
"PO436286","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9248000:Tutoring","Academic Achievement LLC",14-Sep-12,"9,038.00"
"PO436287","DEPARTMENT OF PUBLIC WORKS","9204522:SOFTWARE LICENSING AND RELATED SUPPORT SERVICES, OHIO","Dell Computer Corp.",14-Sep-12,"3,958.00"
"PO436288","FIRE AND EMERGENCY MEDICAL SERVICES","6209070:MARKERS, PEN, PAINT, PERMANENT, OIL-BASED PAINT","MDM Office Systems DBA Standard Office Supply",14-Sep-12,"38,636.00"
"PO436289","DEPARTMENT ON DISABILITY SERVICES","9187850:CONSULTING SERVICES, MEDICAL","Behavioral & Educational Sol",14-Sep-12,"4,600.00"
"PO436290","DEPARTMENT OF EMPLOYMENT SERVICES","9525900:Human Services (Not Otherwise Classified)","NATIONAL HOUSING CORPORATION",14-Sep-12,"23,100.00"
"PO436291","DEPT. OF CONSUMER AND REGULATORY AFFAIRS","9204584:TECHNICAL SUPPORT, ONLINE ELECTRONIC","Technical Communities Inc.",14-Sep-12,"2,028.18"
"PO436291","DEPT. OF CONSUMER AND REGULATORY AFFAIRS","2802940:CABLE, COMMUNICATIONS, FOR AERIAL OR DUCT INSTALLATION","Technical Communities Inc.",14-Sep-12,900
"PO436292","OFFICE OF UNIFIED COMMUNICATIONS","2876684:TRANSISTORS, RADIO (MOTOROLA OR EQUAL)","PROCOM CORPORATION",14-Sep-12,"18,335.00"
"PO436293","EQUIPMENT LEASE - CAPITAL","9189500:Telecommunications Consulting","SAIC, Inc.",27-Sep-12,"380,000.00"
"PO436294","D.C. DEPARTMENT OF HUMAN RESOURCES","9461200:Actuarial Services and Retirement Planning","CHEIRON",14-Sep-12,"11,000.00"
"PO436295","DEPARTMENT OF MOTOR VEHICLES","9635700:Postage Related Purchases (Incl. Postage Stamps, Pre-Sort 1st Class Inscriptions, Postage by Phone for Meters, etc.)","UNITED STATES POSTAL SERVICE",14-Sep-12,"300,000.00"
"PO436454","DEPART OF YOUTH REHABILITATION SERVICES","9105435:PAINTING SERVICES","GENERAL SERVICES MARKETING",14-Sep-12,"14,162.00"
"PO436455","DEPARTMENT OF MOTOR VEHICLES","9663600:Forms Printing (Not Continuous)","SENODA, INC.",14-Sep-12,"4,950.00"
"PO436457","DEPARTMENT OF MOTOR VEHICLES","9663600:Forms Printing (Not Continuous)","SENODA, INC.",14-Sep-12,"4,950.00"
"PO436458","DEPARTMENT OF CORRECTIONS","COMBS, PRESSING, FOR STRAIGTENING HAIR","ACTION BEAUTY SUPPLY CO. INC.",14-Sep-12,"2,376.96"
"PO436459-V2","DEPARTMENT OF HEALTH","9183800:Education and Training Consulting","SEYFARTH SHAW LLP",26-Sep-12,"27,250.00"
"PO436460","DEPARTMENT OF EMPLOYMENT SERVICES","9241800:Educational Services, Alternative","VOLUNTEERS OF AMERICA CHESAPEA",14-Sep-12,"10,000.00"
"PO436461","DEPARTMENT OF EMPLOYMENT SERVICES","9241800:Educational Services, Alternative","THURGOOD MARSHALL CENTER",14-Sep-12,"8,000.00"
"PO436462-V2","DEPARTMENT OF CORRECTIONS","6804679:GRENADES, SMOKE","TOWN POLICE SUPPLY",5-Oct-12,0
"PO436463","DEPARTMENT OF EMPLOYMENT SERVICES","9241800:Educational Services, Alternative","Powell Manufacturing Industries",14-Sep-12,"10,000.00"
"PO436464","DEPARTMENT OF EMPLOYMENT SERVICES","9241800:Educational Services, Alternative","Opportunities Industrial Center",14-Sep-12,"15,000.00"
"PO436465","DEPARTMENT OF EMPLOYMENT SERVICES","9241800:Educational Services, Alternative","NATIONAL ALLIANCE BLACK SCHOOL",14-Sep-12,"10,000.00"
"PO436466","HOMELAND SECURITY/EMERGENCY MANAGEMENT","9152200:Communications Marketing Services","GREATER WASH EDUCATIONAL TELEC",14-Sep-12,"3,750.00"
"PO436467","HOMELAND SECURITY/EMERGENCY MANAGEMENT","9152200:Communications Marketing Services","GREATER WASH EDUCATIONAL TELEC",14-Sep-12,"12,000.00"
"PO436468","OFFICE OF LATINO AFFAIRS","9625800:Professional Services (Not Otherwise Classified)","THE AQUILINE GROUP",14-Sep-12,"27,000.00"
"PO436469","DEPARTMENT OF EMPLOYMENT SERVICES","9241800:Educational Services, Alternative","COLUMBIA LIGHTHOUSE FOR BLIND",14-Sep-12,"10,000.00"
"PO436470","DC PUBLIC LIBRARY","5258055:LIBRARY SUPPLIES, MISCELLANEOUS (BRAND LISTED OR EQUAL)","DEMCO INC",14-Sep-12,"1,089.03"
"PO436470","DC PUBLIC LIBRARY","9628600:Transportation of Goods and other Freight Services","DEMCO INC",14-Sep-12,25.24
"PO436471","METROPOLITAN POLICE DEPARTMENT","2043725:TAPE DRIVES AND ACCESSORIES, AUTOMATED LIBRARY, ROBOTIC, STORAGETEK OR EQUAL","DIGI DOCS INC DOCUMENT MGERS",14-Sep-12,"50,000.00"
"PO436472","DEPARTMENT OF TRANSPORTATION","9582600:Construction Management Services","FLIPPO CONSTRUCTION CO., INC.",5-Feb-13,"69,948.00"
"PO436473","DEPARTMENT OF HUMAN SERVICES","3939700:Food Products, Scrap or Waste","American Signature Furniture",14-Sep-12,"60,000.00"
"PO436476","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9183800:Education and Training Consulting","Graduate School",14-Sep-12,"8,350.00"
"PO436477","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7158500:Textbooks: Kindergarten thru 5th Grade (Includes Student and Teacher Editions)","BARNES & NOBLE BOOKSELLERS INC",14-Sep-12,"3,087.40"
"PO436478","DEPARTMENT OF EMPLOYMENT SERVICES","9241800:Educational Services, Alternative","capitol property development",14-Sep-12,"25,000.00"
"PO436479","FORENSIC LABORATORY TECHNICIAN TRAIN PRG","4155862:REFRIGERATORS, LABORATORY","Total Healthcare Solutions",14-Sep-12,"10,247.16"
"PO436480","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9625800:Professional Services (Not Otherwise Classified)","CULINAIRE INTERNATIONAL",14-Sep-12,"1,355.00"
"PO436482-V2","OFFICE OF CHIEF FINANCIAL OFFICER","9182810:CONSULTANT SERVICES, COMPUTER SYSTEMS/NETWORKING","United Systems of Arkansas,Inc",10-Oct-12,"14,909.97"
"PO436483","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2084322:SOFTWARE, MICROCOMPUTER, EDUCATIONAL, APPLE COMPATIBLE, LATEST RELEASE OR VERSION LISTED","APPLE COMPUTER INC",14-Sep-12,58.6
"PO436483","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7853200:Classroom Equipment and Supplies (Not Otherwise Classified)","APPLE COMPUTER INC",14-Sep-12,798
"PO436485","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7853200:Classroom Equipment and Supplies (Not Otherwise Classified)","APPLE COMPUTER INC",14-Sep-12,637
"PO436486","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6006900:Micrographics Equipment and Supplies","Tonas Graphics",14-Sep-12,257.85
"PO436487","DEPARTMENT OF MOTOR VEHICLES","2554528:DECALS, LICENSE PLATE, GROSS VEHICLE WEIGHT TAGS","UNICORE FEDERAL PRISON INDUSTR",1-Oct-12,"25,000.00"
"PO436488","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2007475:SHIRTS, TEE, ASSORTED SPORT SCREEN PRINTS ON SOLID COLORS, COTTON OR COTTON BLEND, SHORT SLEEVES, PULLOVER","CUSTOMINK, LLC",14-Sep-12,"4,842.00"
"PO436489","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6058840:STAPLER, DESK TYPE UNLESS OTHERWISE NOTED","METROPOLITAN OFFICE PRODUCTS",14-Sep-12,585.31
"PO436489","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2077212:ACCESSORIES AND SUPPLIES, MICROCOMPUTER PRINTER","METROPOLITAN OFFICE PRODUCTS",14-Sep-12,334.9
"PO436490","FORENSIC LABORATORY TECHNICIAN TRAIN PRG","4155862:REFRIGERATORS, LABORATORY","Total Healthcare Solutions",14-Sep-12,"6,744.34"
"PO436491","DEPARTMENT ON DISABILITY SERVICES","9182810:CONSULTANT SERVICES, COMPUTER SYSTEMS/NETWORKING","Nat'l Federation of the Blind",14-Sep-12,"4,950.00"
"PO436492","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9200700:Applications Software for Microcomputer Systems: Business, Mathematical/Statistical, Medical, Scientific, etc.","International Business Machine",14-Sep-12,"4,630.00"
"PO436493","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9183800:Education and Training Consulting","INTERNATIONAL CENTER FOR LEAD",14-Sep-12,"72,079.00"
"PO436494","FIRE AND EMERGENCY MEDICAL SERVICES","9986700:Medical and Dental Equipment and Supplies","Boundtree Medical LLC",14-Sep-12,"53,318.55"
"PO436496","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2046059:OPTIONAL FEATURES AND ACCESSORIES, COMPUTER MONITOR","Dell Computer Corp.",14-Sep-12,483.3
"PO436496","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2045327:COMPUTER SYSTEM (CPU, MONITOR, AND KEYBOARD)","Dell Computer Corp.",14-Sep-12,"2,055.71"
"PO436497","OFFICE OF CHIEF TECHNOLOGY OFFICER","9155143:HOSTING SERVICES, WEB SITE","Networking For Future, Inc.",14-Sep-12,"31,157.50"
"PO436498","FIRE AND EMERGENCY MEDICAL SERVICES","3408700:Training Equipment and Supplies, Fire and Safety","Boundtree Medical LLC",14-Sep-12,"12,769.72"
"PO436501","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2094400:Educational: Foreign Languages, Math, Science, Social Studies, etc.","SCHOOL SPECIALTY",14-Sep-12,"2,452.19"
"PO436502","DEPARTMENT OF HEALTH","9155143:HOSTING SERVICES, WEB SITE","OZ Systems USA, LLC",14-Sep-12,"50,000.00"
"PO436503","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9247100:School Operation and Management Services","EDUCATIONAL NETWORKS, INC.",14-Sep-12,"3,600.00"
"PO436504","DEPARTMENT OF HEALTH","6153301:ACCESSORIES, DESK","MDM Office Systems DBA Standard Office Supply",14-Sep-12,"45,647.00"
"PO436505","DEPARTMENT OF HEALTH","9625800:Professional Services (Not Otherwise Classified)","DOTS Consulting, LLC",14-Sep-12,"40,000.00"
"PO436506","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9981800:Books, All Types (Library, School, etc.)","BARNES & NOBLE BOOKSELLERS INC",14-Sep-12,"13,695.50"
"PO436506","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9628600:Transportation of Goods and other Freight Services","BARNES & NOBLE BOOKSELLERS INC",14-Sep-12,200
"PO436507","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9183800:Education and Training Consulting","JOHN WILEY & SONS",14-Sep-12,"15,000.00"
"PO436508","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9981800:Books, All Types (Library, School, etc.)","BARNES & NOBLE BOOKSELLERS INC",14-Sep-12,"13,623.75"
"PO436509","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2077558:PROJECTORS, DATA, DIGITAL","NIENHUIS MONTESSORI USA INC",11-Oct-12,489.9
"PO436509","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7853200:Classroom Equipment and Supplies (Not Otherwise Classified)","NIENHUIS MONTESSORI USA INC",11-Oct-12,"4,304.30"
"PO436509","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9628600:Transportation of Goods and other Freight Services","NIENHUIS MONTESSORI USA INC",11-Oct-12,671.19
"PO436510","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","0801525:BADGES, SHIRT, UNIFORM","Logo Depot",20-Sep-12,"2,347.00"
"PO436511","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7853200:Classroom Equipment and Supplies (Not Otherwise Classified)","ASSOCIATION FOR SUPERVISION AN",14-Sep-12,300.71
"PO436511","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2098400:Shipping and Postal Management Software","ASSOCIATION FOR SUPERVISION AN",14-Sep-12,22.95
"PO436670","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2001084:SWEATPANTS, UNISEX, 7-7.5 OZ. FLEECE, ELASTIC WAIST AND CUFFS, NO POCKETS","BSN SPORTS",14-Sep-12,"1,245.00"
"PO436670","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","8056571:SHOES, SNOW","BSN SPORTS",14-Sep-12,90
"PO436670","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2001376:TEE SHIRTS, YOUTH, CREW NECK","BSN SPORTS",14-Sep-12,815
"PO436671","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","0508200:Shapes, Strings, Tapes, Twists, etc. (Decorative Art Items)","LAKESHORE LEARNING MATERIALS",14-Sep-12,499.5
"PO436672","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9240500:Advisory Services, Educational","Dreams Work, Inc",14-Sep-12,"1,760.00"
"PO436673","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2045500:Microcomputers, Multi-Processor","Dell Computer Corp.",14-Sep-12,"4,827.90"
"PO436674","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2001376:TEE SHIRTS, YOUTH, CREW NECK","CRESTLINE SPECIALTIES INC",14-Sep-12,"1,541.00"
"PO436675","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9621600:Bus Transportation Services, School","Keller Transportation, Inc",17-Sep-12,"2,000.00"
"PO436676","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9247400:Special Education","Dell Computer Corp.",14-Sep-12,"17,025.25"
"PO436677","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2045440:MICROCOMPUTERS, HANDHELD","Shelvin R Floyd",14-Sep-12,500
"PO436678","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9982900:Computers, Parts and Supplies","APPLE COMPUTER INC",14-Sep-12,"7,448.60"
"PO436679","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9247400:Special Education","MAYER-JOHNSON, INC.",14-Sep-12,"8,020.00"
"PO436680","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7853200:Classroom Equipment and Supplies (Not Otherwise Classified)","LAKESHORE LEARNING MATERIALS",14-Sep-12,"1,028.05"
"PO436681","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9241900:Educational Research Services","METROPOLITAN OFFICE PRODUCTS",14-Sep-12,"1,596.77"
"PO436682","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2073439:CASES, TONER, COMPUTER","SHARP ELECTRONICS CORPORATION",14-Sep-12,680.76
"PO436682","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2854078:STAPLES, GROUND WIRE MOULDING","SHARP ELECTRONICS CORPORATION",14-Sep-12,588
"PO436682","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","1002100:Freight and Cargo Containers (Shipping) (See Class 640 For Boxes)","SHARP ELECTRONICS CORPORATION",14-Sep-12,200
"PO436683","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7151037:BOOKS, LIBRARY","INTAC INC",14-Sep-12,154.46
"PO436684","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9100300:Building Cleaning, Exterior","General Merchandise Supplies",14-Sep-12,874.98
"PO436685","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6159308:BOOK & DESK UNITS","MDM Office Systems DBA Standard Office Supply",14-Sep-12,"1,336.94"
"PO436686","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","4856500:Janitorial Equipment and Supplies (Not Otherwise Classified)","SCHOOL NURSE SUPPLY",14-Sep-12,18.05
"PO436686","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9986700:Medical and Dental Equipment and Supplies","SCHOOL NURSE SUPPLY",14-Sep-12,410.23
"PO436687","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7854726:EASELS, DISPLAY, SINGLE WING","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",14-Sep-12,578.1
"PO436687","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6157743:INKS, RUBBER STAMP PAD","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",14-Sep-12,179.97
"PO436687","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6206003:CLIPS, PENCIL, METAL","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",14-Sep-12,17.04
"PO436687","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6156910:CLAMPS, PAPER, WHITE TINNED, STRONG SPRING STEEL","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",14-Sep-12,63.96
"PO436687","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","4850865:BOTTLE, SPRAY, PLASTIC, ROUND","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",14-Sep-12,266.45
"PO436687","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6153966:TABS, HANGING FILE FOLDERS, PRES-A-PLY","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",14-Sep-12,664.45
"PO436687","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6557145:PAPER FOR COLOR PRINT PROCESSING (KODAK EKTACHROME HC COPY PAPER OR EQUAL)","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",14-Sep-12,552.67
"PO436687","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2859503:ADAPTERS, CONNECTING BLOCK","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",14-Sep-12,64.48
"PO436687","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","4851350:SANITIZER, HAND, INSTANT, WATERLESS","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",14-Sep-12,227.96
"PO436687","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6157335:CALENDARS, DESK/WALL, RECYCLED","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",14-Sep-12,203.42
"PO436687","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","3055382:TAPES, STANDARD PATTERN, TRANSPARENT AND OPAQUE","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",14-Sep-12,187.45
"PO436687","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6202054:ERASER REFILLS, MECHANICAL PENCIL (MISC.)","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",14-Sep-12,62.4
"PO436687","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","3102430:ENVELOPE, COIN, OPEN END, PLAIN RIGID SET UP BOX","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",14-Sep-12,407.8
"PO436687","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","1002100:Freight and Cargo Containers (Shipping) (See Class 640 For Boxes)","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",14-Sep-12,25
"PO436687","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","4854654:PARTS, PAPER TOWEL DISPENSER","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",14-Sep-12,42.99
"PO436687","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6208650:MARKER, DRY-ERASE, FOR USE ON WHITEBOARDS","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",14-Sep-12,208
"PO436687","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6157341:FOLDERS, FILE, RECYCLED","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",14-Sep-12,"1,245.10"
"PO436688","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7858900:School Equipment Required to Meet the Needs of the Physically Handicapped Student (Prone Stands, Toddler Chairs, Special Computer Keyboards, etc.)","BRAINPOP LLC",14-Sep-12,"2,095.00"
"PO436689","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6453337:PAPER, COPIER, MULTI-PURPOSE","SKY,LLC DBA/US-OFFICE SOLUTION",14-Sep-12,"2,783.04"
"PO436690","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","4658403:SHIELDS, PROTECTIVE (SURGICAL)","WILLIAM V. MACGILL & CO.",14-Sep-12,14.73
"PO436690","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","4757142:GUARDS, WALL AND CORNER, RUBBER","WILLIAM V. MACGILL & CO.",14-Sep-12,152.95
"PO436691","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7853200:Classroom Equipment and Supplies (Not Otherwise Classified)","Capital Services and Supplies",14-Sep-12,"2,825.10"
"PO436692","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6058840:STAPLER, DESK TYPE UNLESS OTHERWISE NOTED","METROPOLITAN OFFICE PRODUCTS",14-Sep-12,129.95
"PO436693","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9183200:Consulting Services (Not Otherwise Classified)","SCHREIBER TRANSLATIONS",14-Sep-12,"7,443.38"
"PO436694","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9204584:TECHNICAL SUPPORT, ONLINE ELECTRONIC","NAVIANCE INC.",15-Sep-12,"4,981.42"
"PO436695","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9247400:Special Education","INTERACTIVE THERAPY GROUP CONS",15-Sep-12,"70,000.00"
"PO436696","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7853200:Classroom Equipment and Supplies (Not Otherwise Classified)","SCHOOL SPECIALTY",17-Sep-12,326.75
"PO436697","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9982100:Cafeteria and Kitchen Equipment (Including Food Service Equipment)","Butensky Services dba",17-Sep-12,"1,108.02"
"PO436698","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7158500:Textbooks: Kindergarten thru 5th Grade (Includes Student and Teacher Editions)","SCHOLASTIC, INC.",17-Sep-12,"29,000.76"
"PO436699","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7158500:Textbooks: Kindergarten thru 5th Grade (Includes Student and Teacher Editions)","SCHOLASTIC, INC.",17-Sep-12,"1,591.58"
"PO436700","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","3604000:Rugs, Cut and Bound Sizes: Cotton, Synthetic, Wool, etc.","SCHOOL SPECIALTY",17-Sep-12,336.95
"PO436700","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7853200:Classroom Equipment and Supplies (Not Otherwise Classified)","SCHOOL SPECIALTY",17-Sep-12,45.67
"PO436701","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6556050:LENS, CLEANERS, FOR PHOTOGRAPHIC CAMERAS","B & H FOTO & ELECTORNICS CORP",17-Sep-12,750
"PO436702","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","3453248:KITS, FIRST AID","SCHOOL HEALTH CORPORATION",17-Sep-12,155.56
"PO436703","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2043350:DVD DRIVE FOR LAPTOPS, 8X","Dell Computer Corp.",17-Sep-12,"7,724.64"
"PO436704","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LABELS, POSTAGE METER PRINTER, FOR SHIPPING AND MANIFEST","INTAC INC",17-Sep-12,51.49
"PO436704","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9981800:Books, All Types (Library, School, etc.)","INTAC INC",17-Sep-12,"1,029.85"
"PO436705","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2045440:MICROCOMPUTERS, HANDHELD","APPLE COMPUTER INC",17-Sep-12,"1,599.00"
"PO436706","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2045440:MICROCOMPUTERS, HANDHELD","APPLE COMPUTER INC",17-Sep-12,165.33
"PO436707","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","8801188:VISUAL PRESENTATION SYSTEMS","METROPOLITAN OFFICE PRODUCTS",17-Sep-12,999.75
"PO436708","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9247400:Special Education","MAYER-JOHNSON LLC",17-Sep-12,"24,929.59"
"PO436709","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7853200:Classroom Equipment and Supplies (Not Otherwise Classified)","RENAISSANCE LEARNING INC",17-Sep-12,300.44
"PO436710","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9247400:Special Education","ENVISION TECHNOLOGIES INC",17-Sep-12,"1,600.00"
